English Text,Screen/Context,Notes
All Tests Passed!,Unified Notification Test (Common/Shared),"String Literal, Likely button label - keep concise"
✅ Unified notification system is working perfectly!,Unified Notification Test (Common/Shared),String Literal
❌ UNIFIED NOTIFICATION TEST FAILED: $e,Unified Notification Test (Common/Shared),"String Literal, Contains variable placeholder, Error message"
Tests Failed,Unified Notification Test (Common/Shared),"String Literal, Likely button label - keep concise, Error message"
❌ Error: $e,Unified Notification Test (Common/Shared),"String Literal, Contains variable placeholder, Likely button label - keep concise, Error message"
🧪 Testing Local Notifications...,Unified Notification Test (Common/Shared),String Literal
Local notification working!,Unified Notification Test (Common/Shared),"String Literal, Likely button label - keep concise"
", distance: 10.0, location:",Unified Notification Test (Common/Shared),String Literal
", participantCount: 15, estimatedDuration:",Unified Notification Test (Common/Shared),String Literal
", finalRank: 3, completionTime:",Unified Notification Test (Common/Shared),String Literal
", mutualFriends: 5, mutualFriendNames:",Unified Notification Test (Common/Shared),String Literal
", friendUserId:",Unified Notification Test (Common/Shared),"String Literal, Likely button label - keep concise"
", xpEarned: 200, achievementIcon:",Unified Notification Test (Common/Shared),String Literal
", rank: 1, metric:",Unified Notification Test (Common/Shared),String Literal
", style: TextStyle(fontSize: 12, color: Colors.grey[600]), textAlign: TextAlign.center, ), ], ], ), actions: [ TextButton( onPressed: () => Get.back(), child: Text(",Unified Notification Test (Common/Shared),String Literal
"), ), if (success) ...[ TextButton( onPressed: () { Get.back(); debugNotificationSystem(); }, child: Text(",Unified Notification Test (Common/Shared),"String Literal, Contains variable placeholder, Success message"
"), ), TextButton( onPressed: () { Get.back(); clearAllTestNotifications(); }, child: Text(",Unified Notification Test (Common/Shared),"String Literal, Contains variable placeholder"
Send your first message,Unified Notification Test (Common/Shared),String Literal
FCM registration token,Unified Notification Test (Common/Shared),"String Literal, Likely button label - keep concise"
"🔄 Race $raceId has no participants, skipping migration",Race Data Migration (Common/Shared),"String Literal, Contains variable placeholder"
"✅ Race $raceId already uses Participant objects, no migration needed",Race Data Migration (Common/Shared),"String Literal, Contains variable placeholder"
User $participant,Race Data Migration (Common/Shared),"String Literal, Contains variable placeholder, Likely button label - keep concise"
✅ Participant already in object format: ${participant[,Race Data Migration (Common/Shared),"String Literal, Contains variable placeholder"
": migratedParticipants,",Race Data Migration (Common/Shared),"String Literal, Likely button label - keep concise"
✅ Successfully migrated race $raceId with ${migratedParticipants.length} participants,Race Data Migration (Common/Shared),"String Literal, Contains variable placeholder, Success message"
❌ Failed to migrate race $raceId: $e,Race Data Migration (Common/Shared),"String Literal, Contains variable placeholder, Error message"
🚀 Starting race data migration (batch size: $batchSize),Race Data Migration (Common/Shared),"String Literal, Contains variable placeholder"
📊 Found $totalRaces races to check for migration,Race Data Migration (Common/Shared),"String Literal, Contains variable placeholder"
🔄 Processing batch ${(i ~/ batchSize) + 1}/${((totalRaces - 1) ~/ batchSize) + 1} (${batchDocs.length} races),Race Data Migration (Common/Shared),"String Literal, Contains variable placeholder"
📊 Progress: $processedCount/$totalRaces races processed,Race Data Migration (Common/Shared),"String Literal, Contains variable placeholder"
🎉 Migration completed!,Race Data Migration (Common/Shared),"String Literal, Likely button label - keep concise, Success message"
📈 Summary:,Race Data Migration (Common/Shared),"String Literal, Likely button label - keep concise"
- Total races checked: $totalRaces,Race Data Migration (Common/Shared),"String Literal, Contains variable placeholder"
- Races migrated: $migrationCount,Race Data Migration (Common/Shared),"String Literal, Contains variable placeholder"
- Races skipped (no migration needed): $skipCount,Race Data Migration (Common/Shared),"String Literal, Contains variable placeholder"
- Races with errors: $errorCount,Race Data Migration (Common/Shared),"String Literal, Contains variable placeholder, Error message"
⚠️ Some races failed to migrate. Check logs for details.,Race Data Migration (Common/Shared),"String Literal, Error message"
❌ Migration failed: $e,Race Data Migration (Common/Shared),"String Literal, Contains variable placeholder, Error message"
total,Race Data Migration (Common/Shared),"String Literal, Likely button label - keep concise"
❌ Error getting migration status: $e,Race Data Migration (Common/Shared),"String Literal, Contains variable placeholder, Error message"
": return DateRange(start: todayDate, end: todayDate); case",Step Date Utils (Common/Shared),String Literal
": final yesterday = todayDate.subtract(const Duration(days: 1)); return DateRange(start: yesterday, end: yesterday); case",Step Date Utils (Common/Shared),String Literal
": final start = todayDate.subtract(const Duration(days: 6)); return DateRange(start: start, end: todayDate); case",Step Date Utils (Common/Shared),String Literal
": final start = todayDate.subtract(const Duration(days: 29)); return DateRange(start: start, end: todayDate); case",Step Date Utils (Common/Shared),String Literal
": final start = todayDate.subtract(const Duration(days: 59)); return DateRange(start: start, end: todayDate); case",Step Date Utils (Common/Shared),String Literal
": final start = todayDate.subtract(const Duration(days: 89)); return DateRange(start: start, end: todayDate); case",Step Date Utils (Common/Shared),String Literal
; } final hours = minutes ~/ 60; final mins = minutes % 60; return mins > 0 ?,Step Date Utils (Common/Shared),"String Literal, Question"
").format(date); } /// Get formatted display date (e.g.,",Step Date Utils (Common/Shared),String Literal
🔄 [LIFECYCLE] App lifecycle manager initialized,App Lifecycle Manager (Common/Shared),String Literal
🔄 [LIFECYCLE] Cold start detected (app was killed),App Lifecycle Manager (Common/Shared),String Literal
🔄 [LIFECYCLE] Cold start detected (normal launch),App Lifecycle Manager (Common/Shared),String Literal
🔄 [LIFECYCLE] First launch today: ${isFirstLaunchToday.value},App Lifecycle Manager (Common/Shared),"String Literal, Contains variable placeholder"
🔄 [LIFECYCLE] Error checking cold start: $e,App Lifecycle Manager (Common/Shared),"String Literal, Contains variable placeholder, Error message"
🔄 [LIFECYCLE] State changed: $previousState → $state,App Lifecycle Manager (Common/Shared),"String Literal, Contains variable placeholder"
🔄 [LIFECYCLE] App resumed from cold start,App Lifecycle Manager (Common/Shared),String Literal
🔄 [LIFECYCLE] App resumed from background,App Lifecycle Manager (Common/Shared),String Literal
🔄 [LIFECYCLE] App was paused for ${pauseDuration.inMinutes} minutes (treat as cold start),App Lifecycle Manager (Common/Shared),"String Literal, Contains variable placeholder"
🔄 [LIFECYCLE] App was paused for ${pauseDuration.inSeconds} seconds,App Lifecycle Manager (Common/Shared),"String Literal, Contains variable placeholder"
🔄 [LIFECYCLE] App became inactive,App Lifecycle Manager (Common/Shared),String Literal
🔄 [LIFECYCLE] App paused at ${_lastPauseTime},App Lifecycle Manager (Common/Shared),"String Literal, Contains variable placeholder"
🔄 [LIFECYCLE] App detached (closing),App Lifecycle Manager (Common/Shared),String Literal
🔄 [LIFECYCLE] Error marking session inactive: $e,App Lifecycle Manager (Common/Shared),"String Literal, Contains variable placeholder, Error message"
🔄 [LIFECYCLE] Registered cold start callback (${_onColdStartCallbacks.length} total),App Lifecycle Manager (Common/Shared),"String Literal, Contains variable placeholder"
0123456789bcdefghjkmnpqrstuvwxyz,Geohash Utils (Common/Shared),"String Literal, Likely button label - keep concise"
9q8yy,Geohash Utils (Common/Shared),"String Literal, Likely button label - keep concise"
Latitude must be between -90 and 90,Geohash Utils (Common/Shared),String Literal
Longitude must be between -180 and 180,Geohash Utils (Common/Shared),String Literal
lat,Geohash Utils (Common/Shared),"String Literal, Likely button label - keep concise"
lon,Geohash Utils (Common/Shared),"String Literal, Likely button label - keep concise"
Invalid geohash character: ${geohash[i]},Geohash Utils (Common/Shared),"String Literal, Contains variable placeholder, Error message"
geohash,Geohash Utils (Common/Shared),"String Literal, Likely button label - keep concise"
")); neighbors.add(getNeighbor(geohash,",Geohash Utils (Common/Shared),"String Literal, Likely button label - keep concise"
); } return neighbors; } /// Get a specific neighbor of a geohash /// /// [direction] can be:,Geohash Utils (Common/Shared),String Literal
bottom,Geohash Utils (Common/Shared),"String Literal, Likely button label - keep concise"
right,Geohash Utils (Common/Shared),"String Literal, Likely button label - keep concise"
topleft,Geohash Utils (Common/Shared),"String Literal, Likely button label - keep concise"
topright,Geohash Utils (Common/Shared),"String Literal, Likely button label - keep concise"
bottomleft,Geohash Utils (Common/Shared),"String Literal, Likely button label - keep concise"
bottomright,Geohash Utils (Common/Shared),"String Literal, Likely button label - keep concise"
